"y","title","director","dist","date","genre","grade","type2","type3","time","main1","main2","main3","b_screen","b_play","b_count","month","actor","first_count","main1_to_m","main1_to_s","main2_to_m","main2_to_s","main3_to_m","main3_to_s","dist_factor1","dir_to_m","dir_to_s"
540972,"너는 펫","김병곤","롯데쇼핑㈜롯데엔터테인먼트",2011-11-10,"멜로/로맨스","12세이상관람가","상업영화","일반영화","110분 0초","장근석","김하늘","최종훈",17,45,5879,11,"장근석,김하늘,최종훈",54892,540972,-0.233337493268808,328911.5,-0.367173441226914,540972,-0.233337493268808,1,540972,-0.303224453005999
531953,"사이코메트리","권호영","씨제이이앤엠(주)",2013-03-07,"미스터리","청소년관람불가","상업영화","일반영화","108분 0초","김강우","김범","박혁권",7,36,6678,3,"김강우,김범,박혁권",46160,914621.166666667,0.00248054179472309,531953,-0.239029578379586,615980.333333333,-0.185998118909017,1,531953,-0.30769266374122
528149,"챔프","이환경","(주)쇼박스",2011-09-07,"드라마","12세이상관람가","상업영화","일반영화","133분 0초","차태현","김수정","유오성",211,713,29819,9,"차태현,김수정,유오성",9107,3566193.16666667,1.67594472866202,528149,-0.241430364693079,1215623.75,0.192449753780244,1,528149,-0.30957724890995
527981,"버닝","이창동","CGV아트하우스",2018-05-17,"미스터리","청소년관람불가","상업영화","일반영화","147분 52초","유아인","스티븐 연","전종서",9,14,3101,5,"유아인,스티븐 연,전종서",54088,2005792.5,0.691142267016429,527981,-0.24153639311071,527981,-0.24153639311071,0,527981,-0.309660479800683
526282,"몬스터","황인호","롯데쇼핑㈜롯데엔터테인먼트",2014-03-13,"스릴러","청소년관람불가","상업영화","일반영화","113분 39초","이민기","김고은","김뢰하",7,11,2366,3,"이민기,김고은,김뢰하",67380,1526466.2,0.388629117506022,901048.25,-0.00608561818622437,271956.5,-0.403118968168301,1,1763906,0.302643916798473
519983,"헬머니","신한솔","(주)넥스트엔터테인먼트월드(NEW)",2015-03-05,"코미디","청소년관람불가","상업영화","일반영화","108분 8초","김수미","정만식","김정태",12,18,3904,3,"김수미,정만식,김정태",35936,741808.5,-0.106585253402881,677482.25,-0.147182934948196,1237044.25,0.205968692588917,1,519983,-0.313622864705915
510878,"가려진 시간","엄태화","(주)쇼박스",2016-11-16,"드라마","12세이상관람가","상업영화","일반영화","129분 59초","강동원","신은수","이효제",215,362,19152,11,"강동원,신은수,이효제",71077,5106452.5,2.64803556112722,510878,-0.252330464698429,510878,-0.252330464698429,1,263868.5,-0.440507614494774
507257,"남자사용설명서","이원석","(주)쇼박스",2013-02-14,"코미디","15세이상관람가","상업영화","일반영화","116분 0초","이시영","오정세","이원종",10,41,8829,2,"이시영,오정세,이원종",57171,1434638.33333333,0.33067457347588,296487.75,-0.387636768049244,507257,-0.254615755771289,1,648707.5,-0.249849919502907
497880,"아부의 왕","정승구","롯데쇼핑㈜롯데엔터테인먼트",2012-06-21,"코미디","15세이상관람가","상업영화","일반영화","118분 0초","송새벽","성동일","김성령",15,37,8005,6,"송새벽,성동일,김성령",48745,627048.833333333,-0.179012550215299,1849400.66666667,0.592440013333764,497880,-0.260533782391066,1,497880,-0.324573176478904
492773,"캐치미","이현종","롯데쇼핑㈜롯데엔터테인먼트",2013-12-18,"코미디","12세이상관람가","상업영화","일반영화","114분 52초","김아중","주원","강남현",13,60,12852,12,"김아중,주원,강남현",29488,492773,-0.263756920062731,823171,-0.05523562763221,492773,-0.263756920062731,1,492773,-0.327103296472781
492465,"무서운 이야기 2","김성호,김휘,정범식,민규동","롯데쇼핑㈜롯데엔터테인먼트",2013-06-05,"미스터리","15세이상관람가","상업영화","일반영화","95분 49초","박성웅","이세영","성준",8,15,3057,6,"박성웅,이세영,성준",57861,517319.125,-0.248265332010863,492465,-0.263951305495054,242262,-0.421859806545283,1,492465,-0.327255886439124
487897,"침묵","정지우","씨제이이앤엠(주)",2017-11-02,"드라마","15세이상관람가","상업영화","일반영화","125분 4초","최민식","박신혜","류준열",18,43,6332,11,"최민식,박신혜,류준열",57510,4688421.28571429,2.38420706010979,1420025.66666667,0.32145220488046,4455185.5,2.23700693335905,1,487897,-0.3295189739919
485083,"해어화","박흥식","롯데쇼핑㈜롯데엔터테인먼트",2016-04-13,"사극","15세이상관람가","상업영화","일반영화","120분 0초","한효주","유연석","천우희",19,42,7841,4,"한효주,유연석,천우희",74087,3651707,1.72991435029216,605284.8,-0.192748300308119,515005.666666667,-0.249725405381921,1,485083,-0.330913091411671
480987,"계춘할망","창","(주)콘텐츠 난다긴다",2016-05-19,"가족","15세이상관람가","상업영화","일반영화","116분 25초","윤여정","김고은","김희원",25,102,15115,5,"윤여정,김고은,김희원",28793,1052035.4,0.0892056234629408,901048.25,-0.00608561818622437,509845.5,-0.252982097681784,0,1661387.5,0.251853999705809
480528,"소녀괴담","오인천","(주)리틀빅픽쳐스",2014-07-02,"미스터리","15세이상관람가","상업영화","일반영화","90분 20초","강하늘","김소은","김정태",7,13,2168,7,"강하늘,김소은,김정태",24638,2356279.33333333,0.912342054746825,480528,-0.271485003240631,1237044.25,0.205968692588917,0,267489,-0.43871393925729
480361,"조선미녀삼총사","박제현","(주)쇼박스",2014-01-29,"코미디","12세이상관람가","상업영화","일반영화","106분 56초","하지원","강예원","가인",19,37,6799,1,"하지원,강예원,가인",60234,1114558.2,0.128665108878636,751712.375,-0.100334704625133,480361,-0.271590400536728,1,480361,-0.333252473947618
472693,"위험한 상견례 2","김진영","롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트",2015-04-29,"멜로/로맨스","15세이상관람가","상업영화","일반영화","118분 44초","진세연","홍종현","신정근",13,28,5687,4,"진세연,홍종현,신정근",16506,472693,-0.276429840455726,472693,-0.276429840455726,4559725.5,2.30298437847279,1,1534159,0.188822205767896
471547,"카운트다운","허종호","(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)",2011-09-29,"드라마","청소년관람불가","상업영화","일반영화","119분 0초","정재영","전도연","오만석",226,883,43768,9,"정재영,전도연,오만석",33820,831651.857142857,-0.0498831760666824,736143.25,-0.110160714670631,196038.333333333,-0.451032557936668,1,798232.5,-0.175771949641072
470105,"리얼","이사랑","씨제이이앤엠(주)",2017-06-28,"액션","청소년관람불가","상업영화","일반영화","137분 55초","김수현","성동일","이성민",7,18,3891,6,"김수현,성동일,이성민",146965,2482266,0.991854953016023,1849400.66666667,0.592440013333764,2075656,0.735234626273203,1,470105,-0.338333521658055
467697,"페이스메이커","김달중","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2012-01-18,"드라마","12세이상관람가","상업영화","일반영화","124분 0초","김명민","안성기","고아라",26,100,18243,1,"김명민,안성기,고아라",22553,2334671,0.898704570276773,1185015.14285714,0.173132002701465,552809.666666667,-0.225866486928893,1,467697,-0.339526497758555
